id,department,project_name,category,in_edu_domain,ai_domains,is_rnd,b2024,b2025,b2026,corrected,correction_note,talent_note
77,과학기술정보통신부,"SW컴퓨팅산업원천기술개발(R&D,정보화)",core,True,AI반도체;데이터;클라우드/컴퓨팅;디지털전환(AX),True,111814.0,94695.0,77201.0,False,,"SW스타랩 11,400백만원(38개)= '대학 연구거점 구축, 실전적 SW 연구개발 지원' 고급인력 육성 성격. 글로벌AI프론티어랩 10,000백만원의 소관이 '인공지능정책기획관 디지털인재양성과'(p.619). 다만 형식은 R&D 과제지원이며 학위·훈련과정 지원사업은 아님"
302,기후에너지환경부,국립생태원 출연,core,True,환경/기후;교육/인재;산림/생태,False,74942.0,70242.0,76928.0,False,,"사업내용에 '생태관련 전문인력 양성, 교육프로그램 개발 및 운영' 포함"
90,과학기술정보통신부,과학기술혁신인재양성(R&D),core,True,AI반도체;의료/바이오;교육/인재;피지컬AI/디바이스,True,52120.0,59850.0,76881.0,False,,전 내역이 전문인력양성·인재양성(시스템반도체·데이터사이언스·감염병 등) 사업
177,과학기술정보통신부,지역디지털 인재양성,core,True,교육/인재;피지컬AI/디바이스,False,54216.0,57617.0,69095.0,False,,ICT이노베이션스퀘어·광주인공지능사관학교·SW마이스터고 등 전면 교육훈련 사업
124,과학기술정보통신부,디지털선도기술 핵심인재양성(R&D),core,True,교육/인재;통신/네트워크,True,47890.0,49206.0,59529.0,False,,교육훈련 내역(ICT명품인재·지역지능화혁신인재·AI반도체 인재양성 등) 석·박사 양성이 사업 본체
420,산업통상부,바이오산업개방형 생태계 조성 촉진,core,True,교육/인재,False,40574.0,41661.0,55627.0,False,,"내역사업 '바이오인력양성지원'(2026년 4,430백만원) 포함"
239,국방부,국내외 전문 군사교육,core,True,국방/안보;교육/인재,False,47839.0,49034.0,49250.0,False,,군 간부 실무위탁·병과·연수교육 및 국내외 학위과정 지원(교육훈련 사업)
522,행정안전부,공공데이터 개방 및 이용활성화 지원(정보화),core,True,데이터;교육/인재,False,44925.0,41634.0,40662.0,False,,'공공데이터 이용활성화 지원' 내역에 공공데이터 개방 교육 훈련·창업경진대회 포함
121,과학기술정보통신부,디지털배움터(자율),core,True,LLM/언어모델,False,,,38121.0,False,,전 국민 AI·디지털 교육 제공 및 AI 리터러시 역량 강화(지능정보화기본법 제50조 정보격차해소교육). 교육훈련 성격 확정
63,과학기술정보통신부,AI최고급신진연구자지원사업(R&D),core,True,교육/인재;디지털전환(AX),True,,6000.0,34000.0,False,,"Global Top-tier 수준 AI 인재 양성 목적, SW융합인력양성 단위사업 소속"
76,과학기술정보통신부,PIM인공지능반도체핵심기술개발(R&D),core,True,AI반도체;교육/인재,True,27767.0,41458.0,27014.0,False,,내역 'PIM 혁신기반기술'에 시스템 아키텍처·SW·인터페이스 및 인력양성 지원 명시
139,과학기술정보통신부,생성AI선도인재양성(R&D),core,True,교육/인재,True,3500.0,5200.0,27000.0,False,,대학원생 대상 생성AI 기관 공동·파견연구로 핵심 고급인재 양성
299,기후에너지환경부,K-그리드 인재·창업 밸리,core,True,건설/스마트시티,False,,,24500.0,False,,"내역사업 '글로벌 K-에너지 스타트업 인재양성 인턴쉽 추진'(1,000백만원, 해외 에너지기업·스타트업 인턴십으로 청년 인재 발굴·육성) 및 '에너지 창업지원 프로그램 운영'(1,650백만원, 청년 창업가 양성), 성과지표 '창업교육 참여 인원 수(40명)'. 시행주체가 한국에너지공과대학교이며 법적근거도 전기사업법 시행령 제34조 제4호 '전력산업 관련 융복합 분야 전문인력의 양성 및 관리'. 인재양성 성격 명확."
130,과학기술정보통신부,미래디지털인재양성및 저변확대,core,True,교육/인재;디지털전환(AX),False,9625.0,7411.0,23924.0,False,,"미래세대 SW·AI교육, 예비교원 SW역량 강화, 특성화고 교육 등 청소년 인재양성"
433,산업통상부,섬유패션산업활성화기반마련,core,True,교육/인재,False,21193.0,18490.0,23408.0,False,,"'섬유패션분야 인력 양성, 일자리 창출 지원' 명시"
25,고용노동부,직업능력개발심사평가,core,True,교육/인재,False,18394.0,19802.0,23024.0,False,,직업훈련 기관·과정 심사평가 및 첨단·전략분야 인력양성 관리 포함
163,과학기술정보통신부,인공지능융합혁신인재양성(R&D),core,True,디지털전환(AX),True,10500.0,13500.0,21000.0,False,,"근거법이 정보통신진흥·융합활성화특별법 제11조(국내 전문인력 양성), 방송통신발전기본법 제21조(전문인력 양성). 산·학 공동 AI융합프로젝트 및 대학-기업 AI Core/AI융합 특화 교육으로 실전형 고급인재 집중 양성"
230,교육부,한국형 온라인 공개강좌 콘텐츠 개발 및 활용 활성화,core,True,교육/인재,False,19401.0,16968.0,19810.0,False,,K-MOOC 온라인 공개강좌 및 성인 디지털 역량 강화 교육과정 운영
418,산업통상부,민관공동투자반도체고급인력양성(R&D),core,True,AI반도체;교육/인재,True,11974.0,16529.0,17332.0,False,,기업수요형 R&D로 석·박사 고급전문인력 양성이 사업 목적
360,방송미디어통신위원회,방송콘텐츠 진흥,core,True,디지털전환(AX),False,17914.0,19397.0,16792.0,False,,"확정. PDF: '(AI·디지털 기반 미디어 융합인재) 전주기 방송인력 대상 AI·신기술 기반의 수요 맞춤형 교육을 통한 핵심 AI 융합인재 양성'(’26 신설 1,792백만원), 근거법 방송법 제94조(방송전문인력의 양성), 방송통신발전기본법 제21조. '지역 방송 제작역량 강화'도 지역 융합인재 양성·AI 제작 기술교육, '크리에이터미디어 산업기반 조성'은 신직군 이론·실무·현장교육 및 취업 지원 포함."
125,과학기술정보통신부,디지털역량강화교육,core,True,교육/인재;디지털전환(AX),False,35685.0,32085.0,14102.0,False,,디지털역량함양지원·우리의 AI 러닝 등 전 국민 AI·디지털 역량 교육
228,교육부,학생교육 교류 지원,core,True,교육/인재,False,11175.0,14054.0,13682.0,False,,"국비유학생 선발·파견(장학금 지급), 한일교육교류 인재양성"
85,과학기술정보통신부,경쟁형 AI혁신인재 성장 지원,core,True,교육/인재;디지털전환(AX),False,,,13000.0,False,,"AI 혁신인재 경쟁형 성장 지원, 학부 대상 AI활용 고급인재 발굴·성장(인공지능 챔피언·루키 프로젝트)"
62,과학기술정보통신부,AI정밀의료SW선도기반조성,core,True,의료/바이오;교육/인재;디지털전환(AX),False,19838.0,17825.0,12650.0,False,,'정밀의료SW 산업육성 지원' 내역이 의료AI 교육과정 의대 정규과정 도입·디지털 전문의사 양성
108,과학기술정보통신부,대학디지털교육역량강화,core,True,교육/인재,False,106241.0,110186.0,12031.0,False,,"디지털인재·현장수요 맞춤형 실무인재 양성(SW중심대학, 인력양성, 산학연계 멘토링·인턴십)"
123,과학기술정보통신부,디지털분야글로벌인재양성(R&D),core,True,교육/인재,True,8000.0,12000.0,12000.0,False,,국내대학원생 해외 Top-Tier 공동연구·해외석학 유치를 통한 석·박사급 고급인재 양성
106,과학기술정보통신부,대구경북과학기술원 시설 지원(R&D),core,True,디지털전환(AX),True,16101.0,14150.0,11707.0,False,,"사업목적이 '첨단과학기술의 혁신을 선도할 고급과학기술인재를 양성', 시설비 정의도 '교육·연구시설'. 2026 내역 중 도심형캠퍼스구축(3,435)은 'AI, SW 교육 및 인재 양성을 위한 교육 캠퍼스 및 연구 캠퍼스(DGIST 글로벌 캠퍼스) 조성'으로 명시. 단 지출 성격은 건축·시설비."
350,문화체육관광부,국학진흥 정책기반 조성,core,True,교육/인재,False,13853.0,12812.0,11702.0,False,,"국역 및 국학전문인력 양성, 퇴계학 학문 후속세대 양성, 청년·실버 일자리 창출 내역 포함"
36,과학기술정보통신부,AI 분야 오픈소스 생태계 조성,core,True,LLM/언어모델,False,,,11000.0,False,,"단위사업 2232 'SW융합인력양성'. 목적에 '인재 양성' 명시, 내역 '오픈소스 AI·SW 커뮤니티 활성화 = 글로벌 리더급 개발자 육성 인재양성 프로그램', 산출근거 인재양성 700백만원, 기대효과 '핵심 인력 연 250명 이상 양성'"
525,행정안전부,데이터기반행정활성화(정보화),core,True,데이터;디지털전환(AX),False,14664.0,15008.0,10478.0,False,,"사업목적에 'AI·데이터 중심 대상별·수준별 교육과정 개발, 행정·공공기관 직원 AI리터러시 역량 제고, 내부 실무인재 육성' 명시. '26 예산 산출근거 'AI·데이터 인재 양성·리터러시 강화 1,105백만원 = AI인재양성 교육과정 개발·운영'. 추진경위에도 '전문인재 양성과정 계획 수립 및 운영('24.1~)' 기재"
41,과학기술정보통신부,AIxBio 혁신 연구거점 조성 시범사업(R&D),core,True,의료/바이오,True,,,10200.0,False,,"p.359 목적·p.361 산출근거에 '기술 축적·인재양성·산업확산' 명시. p.362 성과지표 '석박사급 융합인재 양성 수 = 공동지도학위 프로그램 참여 또는 융합 교육 프로그램 이수 연구자 수', 기대효과 '석박사급 융합인재 누계 50명 이상 양성'"
190,과학기술정보통신부,최고급AI해외인재유치지원(R&D),core,True,교육/인재,True,,,10000.0,False,,사업목적이 '기업 등이 해외 AI 우수연구자를 유치하여 도전적 연구 수행 지원' — AI 최고급 인재 확보가 사업의 유일한 목적. 전형적 인재 관련 사업
280,국토교통부,자율자동차 상용화,core,True,데이터;보안/사이버;교통/모빌리티;교육/인재,False,42900.0,9354.0,9829.0,False,,"내역사업 '자율차 경진대회'(2026년 300백만원): 대학생 대상 경진대회 및 이론·실습 교육프로그램 제공을 통한 자율주행 전문인력 저변 확대가 사업목적에 명시. 법적근거도 자동차관리법 제68조의7(전문인력의 양성) 인용. 전체 9,829백만원 중 소액이나 명백한 교육·인력저변 확대 항목."
242,국방부,전투발전연구,core,True,국방/안보,False,5907,7617,9177,True,"v1.1 확정값: p.2021 가.예산총괄표 6열(2024결산/2025본예산(A)/2026요구안/조정안(B)/증감(B-A)/(B-A)/A), 추경열 없음; 9,177-7,617=1,560 검산 일치","군 교육훈련 발전을 위한 전투실험·교리교범 연구 사업이며, 성과지표가 '군 위탁교육 이수인원(전문학위 석·박사 위탁교육 + 국외군사교육)'으로 설정되어 '연간 위탁교육을 통한 인재양성 규모 확인'이라 명시. 해외교리장교 9명 해외 파견 운영(540백만원) 포함. 다만 직접적 인력양성 예산이라기보다 교육훈련 기반 연구 성격."
224,교육부,대학생 AI 기본 교육 지원,core,True,교육/인재;디지털전환(AX),False,,,8840.0,False,,대학 AI 기본교육과정·교원양성기관 AI 교육과정 개발 지원
443,산업통상부,제조특화 초거대 제조 AI 서비스 개발 및 실증,core,True,교육/인재;제조/스마트팩토리,False,1400.0,5920.0,7680.0,False,,대학(원)생·재직자 대상 전문교육 프로그램 개발·운영으로 AI 제조산업 전문인력양성 지원 명시
234,국가데이터처,통계센터 및 교육시설 운영,core,True,데이터,False,7116.0,6362.0,6942.0,False,,"국가데이터인재개발원 교육시설(통계센터 연면적 31,898㎡, AI·디지털학습관 4,397㎡) 운영 사업. 2025년 집합교육 97개 과정 4,095명·이러닝 134개 과정 139,856명 이수 기반시설. 기대효과에 'AI를 이해하고 활용할 수 있는 인재 양성 기여' 명시. 단 예산 자체는 임차료·위탁관리비·자산취득비 등 시설비."
352,문화체육관광부,문화기술 전문인력양성(R&D),core,True,교육/인재;문화/콘텐츠,True,,7044.0,6900.0,False,,콘텐츠 장르·첨단기술 결합 교육과정 운영을 통한 융복합 R&D 전문인재 양성 사업
263,국토교통부,국토교통 DNA플러스융합기술대학원 육성사업(R&D),core,True,교육/인재,True,5950.0,6000.0,6720.0,False,,"DATA·NETWORK·AI 융합기술대학원 육성, 융복합 전문인력 양성이 사업목적"
384,보건복지부,의료 인공지능 특화 융합인재 양성 사업(R&D),core,True,의료/바이오,True,,4500.0,6000.0,False,,"사업목적이 '바이오헬스 특화 분야별 AI 융합 인재 양성', 내역사업이 '의료 인공지능 산업 특화 영역별 학·석·박사 인재양성 지원'으로 학위과정 운영 지원 — 명백한 인재양성 사업"
175,과학기술정보통신부,지속가능한 데이터센터 산업 발전 지원,core,True,데이터;교육/인재,False,,9500.0,5250.0,False,,친환경 데이터센터 내역에 '비수도권 인력양성' 포함
156,과학기술정보통신부,의료 AI 반도체 전문인력 양성센터 구축,core,True,AI반도체;의료/바이오;교육/인재,False,3000.0,2922.0,4078.0,False,,의료 AI반도체 전·후방 엔지니어 육성 및 교육·연구 플랫폼 구축이 사업 본체
520,해양수산부,해양수산 융합형 전문인력양성사업(R&D),core,True,교육/인재,True,,,3700.0,False,,씨그랜트·수산업자동화혁신연구센터를 통한 신진·융복합 연구자 및 현장 밀착형 전문인력 양성이 사업 목적
128,과학기술정보통신부,디지털헬스케어 기반 AI 융합혁신 센터 구축,core,True,AI반도체;의료/바이오;로봇;디지털전환(AX);피지컬AI/디바이스,False,,,3500.0,False,,"단위사업 SW융합인력양성(균특), 성과지표 '실무/심층인력 양성인원 150명', 'AI융합혁신센터 교육과정 수료생수', 지역 인재 육성 명시 → 인력양성 사업 확정"
142,과학기술정보통신부,소프트웨어인재키움,core,True,LLM/언어모델;교육/인재;디지털전환(AX),False,,,3328.0,False,,직업계고 재학·졸업생 대상 AI·SW 전문·특화 교육으로 지역 실무인력 양성
115,과학기술정보통신부,동대구 벤처벨리 AI테크포트 구축,core,True,교육/인재,False,,,3000.0,False,,시민 대상 AI 교육·체험을 통한 개발 역량 강화가 핵심 내용
440,산업통상부,자율형소프트로봇핵심기술국제공동연구(R&D),core,True,국방/안보;로봇;교육/인재,True,,3150.0,2520.0,False,,'차세대 로봇 원천기술 확보를 위한 한미 공동연구 및 인력 양성' 명시
35,과학기술정보통신부,AI 반도체 지원플랫폼,core,True,AI반도체,False,,3500.0,2250.0,False,,"p.321 목적: '국내·외 인재 공급체계 구축하여 AI반도체 기업이 즉시 활용 가능한 인력 지원'. p.324 실적: AI칩 콘(30개팀 88명), AI칩 캠프 199명 역량진단, 채용연계 167건·채용확정 61건"
122,과학기술정보통신부,디지털배움터(제주),core,True,LLM/언어모델,False,,,2169.0,False,,"120·121과 동일 사업설명(전 국민 AI·디지털 교육, 취약계층 디지털 정보화 수준 성과지표). 교육훈련 사업 확정"
232,국가데이터처,통계교육지원,core,True,데이터,False,1939.0,1915.0,2148.0,False,,1991년부터 '통계를 생산·분석·가공할 수 있는 통계전문인력 양성'을 목적으로 계속 추진. 국가데이터인재개발원이 공무원·통계작성기관 종사자·통계이용자 교육훈련을 관장. 학생 실용통계교육·교사 통계연수 포함. 명백한 교육훈련·인재양성 사업.
222,교육부,가상실험실습 학습콘텐츠 공유 플랫폼 구축(정보화),core,True,데이터;교육/인재;문화/콘텐츠;디지털전환(AX),False,327.0,1673.0,2064.0,False,,가상실험실습 학습콘텐츠 공유로 맞춤형 인재양성·전 국민 학습권 향상 도모
227,교육부,소프트웨어인재양성기반구축,core,True,교육/인재,False,1962.0,1962.0,1962.0,False,,초·중등 SW·AI 교육 강화로 디지털 인공지능 교육 기반 마련
466,인사혁신처,국가인재개발 지능형 오픈 플랫폼 운영(정보화),core,True,데이터,False,1890,1988,1918,True,"v1.1 확정값: p.4667 가.예산총괄표 6열(2024결산/2025본예산A/2026요구안/확정B/증감/증감률) — 추경 열 없음; 1,918-1,988=-70 산술 일치","사업목적: '정부·민간 학습 콘텐츠 통합 제공, AI·빅데이터 기반 개인별 맞춤형 학습 추천으로 공무원 역량개발 지원'. 근거법령 「공무원 인재개발법」 제2조 및 시행령 제14조의4(지능형인재개발플랫폼 운영) — 명백한 교육훈련 인프라 사업"
452,소방청,119빅데이터 분석운영,core,True,데이터;행정/전자정부;재난/안전;피지컬AI/디바이스,False,1760,1907,1705,True,"v1.1 확정값: p.4454 가.예산총괄표 6열(2024결산/2025본예산A/추경/2026예산B/증감/증감률) — 2026 요구안 열 없음; 1,705-1,907=-202 산술 일치","'빅데이터 운영' 내역에 공공 AI·데이터 역량강화 교육 운영, 데이터교육 1.2백만원×24명×1주=29백만원, 중앙소방학교·KISTI 빅데이터 실무교육(총 125명 수료) 명시. 다만 전체 예산(1,705백만원) 대비 소액 부수요소"
441,산업통상부,제조AI 데이터 벨류체인 구축,core,True,데이터;교육/인재;제조/스마트팩토리;디지털전환(AX),False,,,1000.0,False,,부수 항목이나 사업내용에 데이터 라벨러·AI운영자·분석자 등 전문인력 양성 프로그램 운영 명시(주목적은 제조데이터 수집·평가·인증 체계 구축)
120,과학기술정보통신부,디지털배움터(세종),core,True,LLM/언어모델,False,,,816.0,False,,"AI·디지털에 어려움을 느끼는 국민 대상 키오스크·스마트폰~생성형AI 교육 제공, 성과지표 '취약계층 디지털 정보화 수준', 소관 디지털포용정책팀. 직업훈련·학위과정은 아니나 전 국민 대상 AI 리터러시 교육훈련 사업"
221,교육부,AI 디지털 유니버시티 혁신교육 플랫폼 구축(정보화),core,True,교육/인재,False,,,200.0,False,,방송대 AI 기반 원격교육 플랫폼 구축으로 고등·평생교육 질 제고 및 전국민 역량 강화
105,과학기술정보통신부,나노·소재기술개발(R&D),partial,False,제조/스마트팩토리,True,223048.0,300436.0,330746.0,False,,"내역사업 '소재글로벌영커넥트'(2025 15,900 → 2026 22,725백만원)가 '만 40세 이하 또는 박사학위 취득 후 7년 이내 신진연구자'의 국가전략기술분야 미래소재 연구를 지원하는 신진연구인력 육성 트랙. 다만 교육훈련·학위과정이 아닌 연구비 지원 형태라 인재양성 성격은 제한적."
397,산림청,산불방지대책,partial,False,환경/기후;통신/네트워크;재난/안전;산림/생태,False,53086.0,57869.0,85377.0,False,,"내역사업 '산불교육 및 훈련' 1,197백만원(진화대원 교육 910, 산불예방교육 200) 존재 — 다만 종사자 직무·안전 교육이며 AI 인재양성과는 무관"
133,과학기술정보통신부,반도체원천기술개발사업(R&D),partial,False,AI반도체;교육/인재,True,40707.0,65011.0,68808.0,False,,"대학 반도체 연구실 역량강화, 학생 설계·검증 서비스, 대학(원)생 인턴십 등 인력양성 요소 일부 포함"
246,국세청,국세행정지원시스템 운영(정보화),partial,False,보안/사이버;통신/네트워크,False,46350.0,49461.0,53930.0,False,,"내역사업 '사이버교육시스템 운영'(373백만원, 국세공무원교육원 교육운영과 시행) = 내부직원 직무능력 향상 온라인 교육시스템 운영·온라인 강의 콘텐츠 제작, '정보화 업무 지원' 산출내역에 'IT인력 외부위탁 전문교육비 200백만원' 명시. 다만 전체의 약 1% 수준 부수적 내부 직무교육으로 인재양성 목적 사업은 아님."
202,과학기술정보통신부,한국뇌연구원 연구운영비 지원(R&D),partial,False,R&D 지원,True,34814.0,37984.0,40369.0,False,,"내역사업 'KBRI Brain Brand 사업'(2026 400백만원)이 '글로벌 수준의 대표과학자 육성 및 신진인재 확보'로 정의됨. 다만 사업 전체(40,369) 대비 1% 수준의 부수적 요소."
26,고용노동부,취약노동자지원,partial,False,기타,False,,15989,25345,True,"v1.1 확정값: PDF p.248 총괄표 7열(2024결산/2025 본예산(A)·추경/2026 정부안·확정(B)/증감/(B-A)/A), 단일행. 2024결산 '-'=null. 25,345-15,9","교육 요소 확인됨: 근로자 이음센터의 특화 고충해결·교육(1,950백만원), '취약노동자 교육 및 법률구조상담 지원'(취약노동자 보호 3,292백만원 내역), 노동단체·노사관계 비영리법인의 교육·상담 지원(15,780백만원 내역). 다만 직업훈련·인재양성이 아니라 권익보호형 노동자 교육·상담. 또한 1차 판정과 달리 AI 무관 사업이 아님 — '취약노동자 보호' 내역에 'AI 기반 영세사업장 노동법 준수 자율점검'(AI 대화형 자율점검 서비스 개발·실증·시범운영)이 명시되어 있어 ai_relevance는 none이 아닌 partial로 정정."
369,법제처,법제업무정보화추진(정보화),partial,False,LLM/언어모델;보안/사이버,False,8435.0,8046.0,20771.0,False,,"약하게 해당. 내역사업 '법제교육시스템 운영'(’25 40 → ’26 436백만원)이 존재하며 PDF는 '법제교육 과정 확인부터 수료까지 전 과정을 전산화', '기관별 교육생 관리 및 교육 유형별 체계적 교육관리 개발', 근거로 법제업무운영규정 제29조의2제4항(법제교육)을 명시 → 공무원 법제교육 훈련 지원 성격. 다만 전체 20,771백만원 중 2% 수준의 교육운영 시스템 유지·기능개발이며 AI 인재양성과는 무관."
15,경찰청,형사･교통･여성청소년범죄 수사역량강화,partial,False,법률/치안,False,24120.0,19660.0,19620.0,False,,"교육훈련 성격 확인됨: ①여청수사관 교육경비 222백만원(2026 전년동), ②교통수사 전문성강화 534백만원(과학분석장비 사용법 교육 포함), ③진술분석전문가 교육(2025년 내부교육→전문기관 위탁교육으로 세목변경 99백만원). 단, AI 요소인 'AI 음성인식 기술활용 피해조서 작성시스템'은 2025년 319백만원에서 2026년 0백만원으로 순감되어 2026 예산상 AI 지출은 없음."
532,행정안전부,정보보호인프라확충(정보화),partial,False,데이터;보안/사이버;행정/전자정부,False,36329.0,19933.0,19514.0,False,,"내역사업 '전자정부 정보보호 전문교육'('26 90백만원, KISA 출연, 행정·공공기관 정보보호 담당자 직무 전문교육 3개년 로드맵)과 '개발보안 인력양성 및 인식제고'('26 227백만원) 명시. 다만 전체 19,514 대비 1.6%의 부수적 요소"
530,행정안전부,재난안전부처협력기술개발(R&D),partial,False,의료/바이오;로봇;문화/콘텐츠;건설/스마트시티;재난/안전,True,11060.0,11867.0,18925.0,False,,"내역사업 '가상융합기술 기반 재난대응 교육훈련 플랫폼 개발'('26 1,000백만원)이 메타버스 기반 해양경찰·재난안전 교육훈련시스템 구축이며 기대효과에 '기능별·계급별 생애주기 교육훈련체계 제공' 명시. 단 인재양성 목적 사업은 아니고 교육훈련 기술개발(전체 5.3%) 수준"
457,식품의약품안전처,식의약품 안전정보체계 선진화(정보화),partial,False,데이터;보안/사이버;의료/바이오,False,14926.0,12512.0,17739.0,False,,"내역사업 '규제과학인재원 운영 플랫폼 구축 ISP'(274백만원) — 식의약 종사자 대상 규제과학 전문인력 양성 인재원(총사업비 193.6억, '24~'27) 설립·운영 관리체계 구축, '27년부터 직무·전문·사이버 182개 교육과정 직접 수행 예정"
